,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Toyama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Ibaraki
2019-07-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019-07-05 04:00:00,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,45,0,2,0,0,0,0,0,0,0,0
2019-07-05 05:00:00,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
2019-07-05 06:00:00,6,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,14,6,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,7,1,4,0,0,3,0,0,1,0,1,0,2
2019-07-05 07:00:00,4,6,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,10,5,1,0,5,0,0,1,1,0,1,1,0,3,0,0,2,1,2,0,4,0,3,3,0,0,1,0,0,1,2
2019-07-05 08:00:00,3,2,0,0,0,4,0,1,0,0,1,2,0,0,0,0,1,12,10,2,1,5,2,0,0,0,2,0,0,0,5,0,0,1,0,2,4,4,0,1,1,0,0,0,1,0,0,0
2019-07-05 09:00:00,1,1,1,0,0,3,0,0,0,0,0,3,0,0,2,0,1,10,3,0,1,6,0,1,0,1,2,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3
2019-07-05 10:00:00,3,2,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,6,4,2,1,9,0,2,1,0,2,0,0,0,2,0,1,0,0,0,1,3,0,1,4,0,0,0,3,0,0,0
2019-07-05 11:00:00,5,3,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,6,6,0,0,3,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,1
2019-07-05 12:00:00,0,1,2,0,0,2,0,0,0,0,0,4,0,0,0,0,1,8,3,1,1,2,0,0,0,2,0,0,1,0,7,0,0,0,1,2,1,3,0,0,3,0,0,0,1,0,0,1
2019-07-05 13:00:00,1,0,0,1,1,1,0,0,0,1,0,3,1,0,0,0,0,5,0,2,0,2,0,0,0,0,4,0,0,0,3,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,1,0
2019-07-05 14:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,2,0,0,1,0,1,0,0,0,8,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1
2019-07-05 15:00:00,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,4,0,0,3,0,1,0,2,3,0,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019-07-05 16:00:00,3,1,1,0,1,2,0,2,0,0,0,4,0,0,0,0,1,7,3,0,0,7,0,1,0,0,1,0,0,0,9,1,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0
2019-07-05 17:00:00,3,3,0,0,1,2,0,0,0,0,0,5,0,1,0,0,1,5,9,1,0,3,0,2,1,0,1,0,1,0,9,0,0,1,0,0,2,3,0,1,14,0,0,0,1,0,0,2
2019-07-05 18:00:00,2,3,0,0,1,3,1,0,1,0,1,2,0,0,0,0,0,14,8,2,2,10,1,0,1,0,0,0,0,0,6,0,0,1,0,0,3,4,0,1,7,0,0,1,1,0,1,1
2019-07-05 19:00:00,5,4,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,20,3,1,2,4,1,1,0,1,0,1,1,0,15,0,1,0,0,0,2,7,1,1,4,0,0,0,0,0,1,2
2019-07-05 20:00:00,5,1,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,29,10,0,0,3,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,3,4
2019-07-05 21:00:00,0,3,0,0,0,1,0,2,0,0,0,7,0,0,0,0,1,26,9,0,2,2,0,1,3,0,1,0,0,1,13,0,0,3,0,2,1,5,0,0,6,0,0,2,8,0,1,2
2019-07-05 22:00:00,2,2,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,27,16,1,1,5,0,1,0,1,0,0,0,0,10,0,0,0,0,0,3,9,0,0,4,0,0,1,1,1,1,1
2019-07-05 23:00:00,3,4,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,34,21,1,1,6,0,3,0,0,1,0,1,0,8,0,0,1,0,1,0,7,0,1,1,0,0,0,0,0,0,0
2019-07-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,14,0,0,7,0,2,0,0,2,0,0,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1
2019-07-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,11,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,2
2019-07-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,3
2019-07-06 03:00:00,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019-07-06 04:00:00,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,8,4,0,3,2,0,1,0,2,0,0,0,0,3,0,0,0,0,3,0,4,0,0,2,0,0,1,0,0,0,1
2019-07-06 05:00:00,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,7,8,0,2,3,1,0,0,0,0,0,0,0,8,0,0,1,1,0,0,7,0,0,6,0,0,1,1,0,0,1
2019-07-06 06:00:00,2,7,0,0,0,1,1,1,0,1,0,5,0,0,1,0,0,20,8,0,1,9,0,1,0,0,4,1,0,0,11,0,0,1,0,3,0,10,0,1,1,0,0,0,2,0,0,4
2019-07-06 07:00:00,1,3,0,0,1,2,1,1,0,3,0,3,1,0,1,1,4,34,17,2,0,8,1,2,1,1,1,0,1,0,13,0,0,3,0,1,0,7,0,3,2,1,0,1,1,3,3,4
2019-07-06 08:00:00,2,4,0,0,0,4,0,2,0,1,0,6,1,0,2,0,1,20,13,1,1,11,0,1,1,0,3,1,0,0,8,1,1,4,0,3,1,11,0,3,9,0,0,3,1,1,3,4
2019-07-06 09:00:00,0,3,2,0,0,0,0,0,0,1,0,6,3,0,0,1,6,28,20,4,1,5,1,2,0,0,7,0,0,0,7,0,1,0,0,0,1,10,0,0,7,0,1,0,3,2,2,3
2019-07-06 10:00:00,4,3,1,0,1,1,0,1,1,0,0,5,1,0,0,1,3,19,10,4,1,7,1,0,0,0,0,0,0,0,9,0,0,1,0,1,1,7,0,0,5,0,0,2,2,1,0,0
2019-07-06 11:00:00,1,0,0,0,0,1,0,5,0,3,0,5,0,0,2,0,2,28,9,0,0,6,0,1,0,0,3,0,0,0,10,0,0,2,0,3,1,3,0,0,6,1,1,1,4,3,2,2
2019-07-06 12:00:00,0,4,0,1,0,1,0,0,0,3,1,6,1,0,1,0,7,10,12,1,2,6,1,1,0,0,2,0,1,1,8,0,1,1,0,1,0,3,0,0,13,0,0,1,2,2,2,1
2019-07-06 13:00:00,1,1,0,0,0,1,0,0,0,0,1,2,2,0,0,1,4,18,11,0,0,7,0,1,0,0,1,0,0,0,5,0,0,1,0,1,0,8,0,2,5,0,0,0,5,0,0,2
2019-07-06 14:00:00,2,5,0,0,0,2,0,3,0,0,0,3,1,0,0,0,6,14,7,1,1,4,1,1,0,0,0,0,0,0,10,0,0,0,4,3,2,2,1,0,3,0,1,2,1,2,1,5
2019-07-06 15:00:00,0,0,1,0,1,0,1,2,0,1,0,8,1,0,0,0,3,9,8,2,0,4,0,1,0,0,2,0,0,0,12,0,0,1,0,2,0,4,0,3,3,0,0,0,1,1,1,3
2019-07-06 16:00:00,0,0,0,0,0,2,1,1,1,1,1,3,0,0,0,0,5,17,13,0,5,6,0,1,1,0,0,0,0,0,8,1,0,0,2,3,1,5,0,0,2,0,1,0,1,0,2,0
2019-07-06 17:00:00,1,2,0,2,0,1,0,1,0,1,0,9,0,0,1,0,1,20,11,0,1,2,0,1,3,2,1,0,0,0,6,1,3,1,0,1,2,0,0,0,0,0,0,1,0,1,0,4
2019-07-06 18:00:00,0,0,0,0,2,0,0,2,0,3,0,8,0,0,1,0,2,16,5,0,4,1,0,0,0,0,0,0,0,0,6,0,5,0,0,2,0,1,0,1,0,0,0,1,2,0,3,6
2019-07-06 19:00:00,3,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,19,7,0,4,5,0,0,0,1,0,0,1,0,8,0,1,0,0,4,0,7,0,1,2,0,0,0,1,0,3,3
2019-07-06 20:00:00,4,1,0,1,1,0,0,1,0,1,1,7,0,0,2,0,2,9,16,0,3,2,0,1,1,0,2,0,0,0,9,0,3,1,0,2,0,4,0,0,0,0,0,3,1,0,4,1
2019-07-06 21:00:00,0,3,0,0,1,0,0,2,0,1,0,5,0,1,0,0,2,42,7,0,0,1,0,5,0,0,1,0,1,0,9,0,0,0,0,0,0,6,0,0,5,0,1,0,2,2,1,4
2019-07-06 22:00:00,1,4,0,1,0,1,0,5,0,2,0,4,0,0,0,0,1,27,5,0,2,3,0,3,1,0,0,0,0,1,4,1,1,0,0,1,1,8,0,0,2,0,0,0,3,0,2,5
2019-07-06 23:00:00,3,5,0,1,0,0,0,2,0,1,0,9,0,1,0,0,0,28,7,2,3,4,0,1,1,3,1,0,1,1,3,0,0,2,1,0,0,3,0,1,1,0,0,1,1,0,0,1
2019-07-07 00:00:00,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,16,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,5,0
2019-07-07 01:00:00,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0,8,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,1,0
2019-07-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
2019-07-07 03:00:00,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1
2019-07-07 04:00:00,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2
2019-07-07 05:00:00,0,0,0,0,3,2,0,3,0,0,0,4,0,0,1,0,0,17,8,0,2,12,2,1,0,1,0,0,0,0,3,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,3
2019-07-07 06:00:00,1,1,0,0,0,0,1,5,1,1,0,9,0,1,0,0,1,26,13,0,4,7,0,0,2,1,6,0,0,0,4,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,6
2019-07-07 07:00:00,0,1,0,0,0,1,0,10,0,5,0,5,1,1,1,0,0,45,19,1,2,5,4,3,0,1,1,0,0,0,6,0,0,0,0,3,0,10,0,0,2,0,0,0,4,3,4,3
2019-07-07 08:00:00,3,4,0,0,3,5,0,8,1,2,0,8,0,0,2,0,3,61,39,0,0,5,1,0,0,0,2,0,0,0,9,2,1,1,1,2,0,14,0,0,2,0,1,0,2,1,8,7
2019-07-07 09:00:00,3,6,0,0,0,7,0,9,0,3,0,11,1,0,0,0,3,63,26,4,3,6,0,2,1,1,2,0,0,0,15,0,0,0,2,3,1,13,0,0,1,0,1,0,3,1,5,19
2019-07-07 10:00:00,1,1,0,0,3,1,0,10,1,1,0,16,0,0,0,0,1,65,14,1,1,4,2,2,1,2,1,0,0,0,8,0,2,0,0,1,0,10,0,1,2,2,1,0,2,3,2,9
2019-07-07 11:00:00,1,0,0,1,1,5,0,3,0,3,0,6,0,0,0,0,1,34,13,0,1,2,2,3,1,0,2,0,0,0,6,3,0,0,0,2,0,13,0,0,3,0,0,0,5,0,4,9
2019-07-07 12:00:00,1,1,1,0,1,1,1,3,0,0,0,19,1,0,0,0,2,57,13,0,5,2,0,3,0,0,2,0,1,0,3,0,0,1,0,0,0,13,0,0,1,0,0,1,3,0,2,3
2019-07-07 13:00:00,0,2,0,0,0,0,1,6,0,2,0,9,0,0,0,0,1,54,13,0,1,1,1,4,0,1,0,0,0,0,5,1,1,0,0,7,0,21,0,1,1,0,0,0,1,0,2,8
2019-07-07 14:00:00,4,3,0,0,0,2,0,3,0,2,0,20,0,0,0,0,3,66,18,2,3,1,0,2,2,0,0,0,0,0,3,1,0,0,0,1,1,12,0,0,3,0,0,1,0,0,2,5
2019-07-07 15:00:00,0,0,0,0,1,0,1,3,0,2,0,12,1,0,0,0,5,78,15,2,1,0,0,2,0,1,0,1,0,0,4,0,0,2,0,1,2,11,0,0,1,0,0,0,0,0,2,5
2019-07-07 16:00:00,0,1,0,0,3,1,0,1,1,2,0,7,1,0,0,0,1,76,21,1,2,2,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,24,1,0,3,1,1,0,2,0,2,3
2019-07-07 17:00:00,3,5,0,0,0,1,0,2,1,3,0,20,0,0,0,0,0,75,22,0,3,3,0,0,0,1,0,0,0,0,8,0,3,3,0,4,0,15,1,1,7,0,3,0,2,0,2,2
2019-07-07 18:00:00,1,3,0,0,2,0,0,0,0,3,0,11,1,0,1,0,2,54,21,0,0,3,0,4,0,1,1,0,0,0,5,0,1,0,0,1,0,23,0,0,4,0,0,0,0,0,0,2
2019-07-07 19:00:00,1,3,0,0,1,2,0,3,0,3,0,6,0,0,0,1,1,59,15,2,2,2,0,4,0,0,1,0,0,1,5,0,2,1,1,4,2,14,0,2,7,0,1,2,6,2,8,2
2019-07-07 20:00:00,2,1,0,0,1,4,0,7,0,4,0,8,0,0,0,1,0,45,14,1,5,1,2,3,0,2,0,0,0,1,7,0,1,1,0,2,1,13,0,4,1,0,0,0,1,0,1,4
2019-07-07 21:00:00,0,1,1,0,0,1,0,0,0,3,0,10,1,0,0,0,1,45,21,3,2,1,0,0,0,1,1,1,0,0,4,0,0,1,2,1,0,11,0,1,7,0,0,1,4,1,3,3
2019-07-07 22:00:00,1,3,0,0,2,1,0,2,0,3,0,10,1,0,0,0,0,23,13,0,2,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,14,1,0,3,0,2,1,1,0,1,1
2019-07-07 23:00:00,2,0,0,1,0,0,0,2,0,2,0,5,0,1,0,0,1,34,9,0,2,3,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0
2019-07-08 00:00:00,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,13,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1
2019-07-08 01:00:00,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
2019-07-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-07-08 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2019-07-08 04:00:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,43,0,0,0,2,0,0,0,0,0,0
2019-07-08 05:00:00,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,1,1,0,0,1,1
2019-07-08 06:00:00,2,7,0,0,0,1,0,1,0,1,0,6,0,0,0,0,0,9,5,5,0,4,0,2,1,2,1,0,2,0,3,0,0,1,2,0,3,1,1,0,3,1,0,2,1,0,2,1
2019-07-08 07:00:00,0,1,0,0,2,0,0,2,0,1,0,3,0,0,0,0,1,16,8,2,0,0,0,0,0,0,0,0,1,0,7,0,5,1,0,0,4,3,0,1,0,0,0,1,1,0,2,1
2019-07-08 08:00:00,0,4,0,1,0,0,0,1,0,0,0,5,1,0,0,1,0,8,2,1,0,1,1,0,1,0,1,0,2,0,3,0,0,0,1,0,5,6,0,2,0,0,0,0,1,0,0,2
2019-07-08 09:00:00,1,3,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,9,3,2,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1
2019-07-08 10:00:00,1,0,0,0,1,1,0,2,3,0,0,1,0,0,0,0,2,9,5,3,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,5,1,2,1,0,1,1
2019-07-08 11:00:00,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,3,1,2,2,1,1,0,2,0,0,0,0,1,0,0,0,2,0,1,2,0,0,3,0,0,0,1,0,0,0
2019-07-08 12:00:00,1,3,0,0,0,3,1,4,0,1,0,1,0,0,0,0,3,12,4,0,1,1,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0
2019-07-08 13:00:00,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2019-07-08 14:00:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,13,2,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0
2019-07-08 15:00:00,0,2,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2019-07-08 16:00:00,1,4,2,0,0,0,0,0,3,0,1,4,0,0,0,0,0,3,2,3,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0
2019-07-08 17:00:00,1,4,0,0,0,4,0,2,1,0,0,4,0,0,0,0,0,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0
2019-07-08 18:00:00,0,3,0,0,1,3,0,0,2,0,1,3,0,0,1,0,0,13,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,1
2019-07-08 19:00:00,0,5,0,0,0,3,0,1,3,1,1,2,0,0,0,0,1,5,4,3,0,1,0,0,3,2,0,0,1,0,2,0,0,0,0,1,2,3,0,1,0,1,0,0,2,1,0,1
2019-07-08 20:00:00,0,5,2,0,0,5,0,1,0,0,0,3,0,0,1,1,1,9,1,1,0,4,1,0,2,0,1,0,2,0,1,2,0,1,1,0,1,4,0,0,0,0,0,1,0,1,0,1
2019-07-08 21:00:00,1,4,1,1,0,5,0,2,1,0,0,6,0,1,1,2,3,5,2,1,1,1,0,0,3,0,1,0,0,0,3,0,0,2,0,0,0,3,0,1,0,0,0,0,3,0,0,1
2019-07-08 22:00:00,0,5,1,0,1,1,0,1,0,1,0,4,1,0,0,2,0,3,5,4,1,1,0,0,2,2,2,0,1,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,1,2,2,1
2019-07-08 23:00:00,0,1,0,2,0,4,0,0,0,0,0,4,0,0,0,0,0,10,6,1,1,2,0,0,0,0,1,0,0,0,2,0,0,5,0,0,2,1,0,0,0,1,0,0,2,0,2,0
2019-07-09 00:00:00,0,3,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,2,0,0,4,0,0,1,1,1,0,0,0,0,1,2,0,1,0
2019-07-09 01:00:00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-07-09 02:00:00,0,0,1,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-07-09 03:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2019-07-09 04:00:00,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,2,1,0,0,0
2019-07-09 05:00:00,1,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,1,0,2,0,1
2019-07-09 06:00:00,1,2,1,0,0,3,0,1,3,2,0,1,0,0,1,0,0,4,3,2,1,3,0,1,2,1,5,2,2,0,7,0,0,7,0,0,0,3,0,5,0,0,0,0,1,1,2,0
2019-07-09 07:00:00,0,9,0,0,1,6,0,3,1,1,3,2,0,0,0,1,2,5,2,4,0,9,1,0,5,1,6,0,0,0,1,0,1,7,1,0,0,7,2,1,0,2,5,0,2,2,1,2
2019-07-09 08:00:00,1,8,1,0,0,4,1,1,1,0,3,2,0,0,0,1,1,4,4,0,1,6,0,1,3,1,1,1,1,0,3,0,0,5,0,0,1,1,0,2,1,0,2,4,0,0,1,0
2019-07-09 09:00:00,2,6,3,1,1,2,0,1,0,0,1,0,0,0,0,2,0,10,0,1,1,1,0,0,1,0,1,0,0,0,3,0,0,5,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2019-07-09 10:00:00,0,2,0,0,0,1,3,2,3,1,4,2,0,1,0,2,0,5,3,0,1,1,0,1,3,0,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,5,1,1,1,0,0,1
2019-07-09 11:00:00,0,3,0,0,0,3,0,1,2,0,0,4,0,1,2,0,1,8,2,3,0,1,0,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,1,0,1,1,2,1,1,0,1,0
2019-07-09 12:00:00,2,6,1,1,1,2,0,1,0,1,1,5,2,0,0,1,0,3,1,6,1,1,1,0,2,2,1,0,0,1,1,0,1,5,0,1,0,3,2,1,0,0,3,2,3,1,1,2
2019-07-09 13:00:00,1,5,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,5,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,1,1,1,0,1,0
2019-07-09 14:00:00,0,3,0,1,0,0,1,1,0,0,0,0,2,0,2,0,1,1,3,2,0,1,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0
2019-07-09 15:00:00,0,8,1,0,0,5,0,4,0,1,0,0,0,0,2,0,1,4,0,2,0,3,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,1,0,1,1,0,0,2,0,1,0,1
2019-07-09 16:00:00,1,14,0,0,1,7,0,2,4,0,0,1,0,0,0,1,1,5,0,0,0,3,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,2,1
2019-07-09 17:00:00,0,6,1,1,0,9,0,1,0,1,0,1,0,0,0,0,0,5,2,4,0,2,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
2019-07-09 18:00:00,1,2,0,0,0,4,0,3,0,0,0,2,0,0,0,1,0,5,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2,8,0,1,3
2019-07-09 19:00:00,3,3,0,1,0,4,1,3,1,2,0,2,1,0,1,0,0,2,1,5,1,5,0,1,1,0,2,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0
2019-07-09 20:00:00,1,0,0,0,0,2,0,2,3,1,0,3,0,0,0,2,0,4,3,1,0,2,0,0,0,0,1,0,1,0,2,0,0,2,2,0,1,3,0,0,0,5,1,0,0,0,1,1
2019-07-09 21:00:00,1,7,1,2,1,5,0,1,0,0,0,2,1,0,0,1,0,5,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,4,1,0,2,3,1,0,0,0,2,1,0,0,1,1
2019-07-09 22:00:00,0,5,0,2,0,2,0,1,0,0,0,0,2,0,0,0,1,4,8,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2
2019-07-09 23:00:00,1,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2019-07-10 00:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019-07-10 01:00:00,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-10 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-07-10 03:00:00,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-07-10 04:00:00,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1
2019-07-10 05:00:00,1,1,1,0,0,1,0,1,1,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-07-10 06:00:00,1,3,0,0,0,3,0,2,0,0,0,4,0,1,2,0,1,3,0,2,0,0,0,0,2,2,0,1,0,0,0,0,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0
